EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.000560760498046875,0,1,INITIAL_BUFFERING,Writing,45226
0.004689931869506836,0,1,PLAY,InitialBuffering-Play,0
0.006131410598754883,0,0,PLAY,StillPlaying,45226
1.1286687850952148,1,1,PLAY,Writing,88783.0
2.828829765319824,2,2,PLAY,Writing,128503.0
4.007687568664551,4,1,PLAY,StillPlaying,88783.0
5.049993991851807,5,2,PLAY,Writing,177437.0
8.007687091827393,8,1,PLAY,StillPlaying,128503.0
9.490723133087158,9,2,PLAY,Writing,217761.0
12.007726192474365,12,1,PLAY,StillPlaying,177437.0
14.54722261428833,14,2,PLAY,Writing,255865.0
15.887912511825562,15,3,PLAY,Writing,177437.0
16.00756049156189,16,2,PLAY,StillPlaying,217761.0
18.897904872894287,18,3,PLAY,Writing,217761.0
20.008182764053345,20,2,PLAY,StillPlaying,255865.0
22.444668292999268,22,3,PLAY,Writing,177437.0
24.007681369781494,24,2,PLAY,StillPlaying,177437.0
24.908312559127808,24,3,PLAY,Writing,217761.0
28.007734775543213,28,2,PLAY,StillPlaying,217761.0
29.770243644714355,29,3,PLAY,Writing,255865.0
32.008248805999756,32,2,PLAY,StillPlaying,177437.0
35.25449085235596,35,3,PLAY,Writing,217761.0
36.00766682624817,36,2,PLAY,StillPlaying,217761.0
40.00770616531372,40,1,PLAY,StillPlaying,255865.0
41.62716221809387,41,2,PLAY,Writing,177437.0
44.0077486038208,44,1,PLAY,StillPlaying,217761.0
46.44392776489258,46,2,PLAY,Writing,128503.0
48.00818085670471,48,1,PLAY,StillPlaying,177437.0
49.626887798309326,49,2,PLAY,Writing,177437.0
50.93034529685974,50,3,PLAY,Writing,128503.0
51.843871116638184,51,4,PLAY,Writing,177437.0
52.007628202438354,52,3,PLAY,StillPlaying,128503.0
52.30459642410278,52,4,PLAY,Writing,128503.0
53.25892233848572,53,5,PLAY,Writing,177437.0
54.69007420539856,54,6,PLAY,Writing,217761.0
56.00774168968201,56,5,PLAY,StillPlaying,177437.0
56.34615397453308,56,6,PLAY,Writing,255865.0
57.24833679199219,57,7,PLAY,Writing,323047.0
57.661630630493164,57,8,PLAY,Writing,378355.0
59.30016589164734,59,9,PLAY,Writing,509091.0
60.00759744644165,60,8,PLAY,StillPlaying,128503.0
60.888458013534546,60,9,PLAY,Writing,577751.0
63.97261953353882,63,10,PLAY,Writing,782553.0
64.00753259658813,64,9,PLAY,StillPlaying,177437.0
67.14283847808838,67,10,PLAY,Writing,1008699.0
68.00779223442078,68,9,PLAY,StillPlaying,128503.0
