EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.0005481243133544922,0,1,INITIAL_BUFFERING,Writing,45226
0.005120992660522461,0,1,PLAY,InitialBuffering-Play,0
0.0065004825592041016,0,0,PLAY,StillPlaying,45226
0.5918221473693848,0,1,PLAY,Writing,88783.0
1.2713344097137451,1,2,PLAY,Writing,128503.0
1.9239988327026367,1,3,PLAY,Writing,177437.0
2.686624765396118,2,4,PLAY,Writing,217761.0
3.5262744426727295,3,5,PLAY,Writing,255865.0
4.008036375045776,4,4,PLAY,StillPlaying,88783.0
4.346444368362427,4,5,PLAY,Writing,323047.0
5.4451398849487305,5,6,PLAY,Writing,378355.0
6.955608367919922,6,7,PLAY,Writing,509091.0
8.008136987686157,8,6,PLAY,StillPlaying,128503.0
9.065889596939087,9,7,PLAY,Writing,577751.0
11.562734127044678,11,8,PLAY,Writing,782553.0
12.00819206237793,12,7,PLAY,StillPlaying,177437.0
15.131789922714233,15,8,PLAY,Writing,1008699.0
16.008132934570312,16,7,PLAY,StillPlaying,217761.0
19.3919939994812,19,8,PLAY,Writing,1207152.0
20.008589506149292,20,7,PLAY,StillPlaying,255865.0
21.966437816619873,21,8,PLAY,Writing,1008699.0
24.008082151412964,24,7,PLAY,StillPlaying,323047.0
26.458738088607788,26,8,PLAY,Writing,1207152.0
27.41068983078003,27,9,PLAY,Writing,1008699.0
28.008065462112427,28,8,PLAY,StillPlaying,378355.0
29.700864791870117,29,9,PLAY,Writing,1207152.0
32.00854992866516,32,8,PLAY,StillPlaying,509091.0
36.008151054382324,36,7,PLAY,StillPlaying,577751.0
36.81087589263916,36,8,PLAY,Writing,1473801.0
39.529106855392456,39,9,PLAY,Writing,1008699.0
40.00856256484985,40,8,PLAY,StillPlaying,782553.0
42.92721509933472,42,9,PLAY,Writing,1207152.0
44.00809383392334,44,8,PLAY,StillPlaying,1008699.0
45.55564260482788,45,9,PLAY,Writing,1008699.0
48.00817322731018,48,8,PLAY,StillPlaying,1207152.0
49.36162304878235,49,9,PLAY,Writing,1207152.0
51.31675910949707,51,10,PLAY,Writing,1008699.0
52.00806260108948,52,9,PLAY,StillPlaying,1008699.0
54.25615978240967,54,10,PLAY,Writing,1207152.0
55.56280159950256,55,11,PLAY,Writing,1473801.0
56.00808501243591,56,10,PLAY,StillPlaying,1207152.0
