EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.0008893013000488281,0,1,INITIAL_BUFFERING,Writing,45226
0.005750894546508789,0,1,PLAY,InitialBuffering-Play,0
0.007113933563232422,0,0,PLAY,StillPlaying,45226
1.1123785972595215,1,1,PLAY,Writing,88783.0
3.69278883934021,3,2,PLAY,Writing,128503.0
4.008165121078491,4,1,PLAY,StillPlaying,88783.0
6.944868803024292,6,2,PLAY,Writing,177437.0
8.008841514587402,8,1,PLAY,StillPlaying,128503.0
10.973140716552734,10,2,PLAY,Writing,217761.0
12.00836443901062,12,1,PLAY,StillPlaying,177437.0
13.198297023773193,13,2,PLAY,Writing,177437.0
15.302313327789307,15,3,PLAY,Writing,217761.0
16.008257150650024,16,2,PLAY,StillPlaying,217761.0
18.04639768600464,18,3,PLAY,Writing,177437.0
20.008317470550537,20,2,PLAY,StillPlaying,177437.0
21.98384165763855,21,3,PLAY,Writing,217761.0
24.008376359939575,24,2,PLAY,StillPlaying,217761.0
25.16042971611023,25,3,PLAY,Writing,255865.0
28.008270502090454,28,2,PLAY,StillPlaying,177437.0
28.12384605407715,28,3,PLAY,Writing,217761.0
32.008352756500244,32,2,PLAY,StillPlaying,217761.0
35.061264514923096,35,3,PLAY,Writing,255865.0
36.008259534835815,36,2,PLAY,StillPlaying,255865.0
38.27701783180237,38,3,PLAY,Writing,177437.0
40.008323192596436,40,2,PLAY,StillPlaying,217761.0
41.361921072006226,41,3,PLAY,Writing,217761.0
43.44237303733826,43,4,PLAY,Writing,177437.0
44.00833511352539,44,3,PLAY,StillPlaying,255865.0
46.715973138809204,46,4,PLAY,Writing,217761.0
48.008317947387695,48,3,PLAY,StillPlaying,177437.0
50.027332067489624,50,4,PLAY,Writing,177437.0
