EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.0005588531494140625,0,1,INITIAL_BUFFERING,Writing,45226
0.0047283172607421875,0,1,PLAY,InitialBuffering-Play,0
0.00861215591430664,0,0,PLAY,StillPlaying,45226
0.3695552349090576,0,1,PLAY,Writing,88783.0
0.9822700023651123,0,2,PLAY,Writing,128503.0
1.9362013339996338,1,3,PLAY,Writing,177437.0
3.0839624404907227,3,4,PLAY,Writing,217761.0
4.010227918624878,4,3,PLAY,StillPlaying,88783.0
4.391058921813965,4,4,PLAY,Writing,255865.0
5.352615594863892,5,5,PLAY,Writing,323047.0
7.571792364120483,7,6,PLAY,Writing,378355.0
8.01009225845337,8,5,PLAY,StillPlaying,128503.0
10.274521350860596,10,6,PLAY,Writing,509091.0
12.010212421417236,12,5,PLAY,StillPlaying,177437.0
13.21604037284851,13,6,PLAY,Writing,577751.0
16.010202169418335,16,5,PLAY,StillPlaying,217761.0
17.415739059448242,17,6,PLAY,Writing,782553.0
20.0102059841156,20,5,PLAY,StillPlaying,255865.0
20.89636516571045,20,6,PLAY,Writing,577751.0
24.010132789611816,24,5,PLAY,StillPlaying,323047.0
25.43565034866333,25,6,PLAY,Writing,782553.0
28.010129690170288,28,5,PLAY,StillPlaying,378355.0
28.612891674041748,28,6,PLAY,Writing,577751.0
32.0102858543396,32,5,PLAY,StillPlaying,509091.0
33.1841721534729,33,6,PLAY,Writing,782553.0
34.88514041900635,34,7,PLAY,Writing,577751.0
36.01018786430359,36,6,PLAY,StillPlaying,577751.0
38.3433198928833,38,7,PLAY,Writing,782553.0
40.01019024848938,40,6,PLAY,StillPlaying,782553.0
41.52235245704651,41,7,PLAY,Writing,577751.0
44.01017236709595,44,6,PLAY,StillPlaying,577751.0
46.342130184173584,46,7,PLAY,Writing,782553.0
48.01018166542053,48,6,PLAY,StillPlaying,782553.0
49.57898426055908,49,7,PLAY,Writing,577751.0
52.010154247283936,52,6,PLAY,StillPlaying,577751.0
56.01017117500305,56,5,PLAY,StillPlaying,782553.0
56.171894550323486,56,6,PLAY,Writing,782553.0
60.01012897491455,60,5,PLAY,StillPlaying,577751.0
60.08518838882446,60,6,PLAY,Writing,509091.0
62.60149097442627,62,7,PLAY,Writing,577751.0
63.9960515499115,63,8,PLAY,Writing,378355.0
64.01009774208069,64,7,PLAY,StillPlaying,782553.0
65.55794358253479,65,8,PLAY,Writing,509091.0
