EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.0005500316619873047,0,1,INITIAL_BUFFERING,Writing,45226
0.004728794097900391,0,1,PLAY,InitialBuffering-Play,0
0.008633136749267578,0,0,PLAY,StillPlaying,45226
1.1588337421417236,1,1,PLAY,Writing,88783.0
4.010188102722168,4,0,PLAY,StillPlaying,88783.0
8.01156759262085,8,0,BUFFERING,Play-Buffering,0
9.752556324005127,8,1,BUFFERING,Writing,128503.0
9.756754636764526,8,1,PLAY,Buffering-Play,0
9.760337352752686,8,0,PLAY,StillPlaying,128503.0
9.943889617919922,8,1,PLAY,Writing,45226.0
10.30332899093628,8,2,PLAY,Writing,88783.0
10.83961296081543,9,3,PLAY,Writing,128503.0
11.438532829284668,9,4,PLAY,Writing,177437.0
11.9527268409729,10,5,PLAY,Writing,128503.0
12.600115060806274,10,6,PLAY,Writing,177437.0
13.341315507888794,11,7,PLAY,Writing,217761.0
13.761220693588257,12,6,PLAY,StillPlaying,45226.0
14.338407278060913,12,7,PLAY,Writing,255865.0
15.520873785018921,13,8,PLAY,Writing,323047.0
17.46295142173767,15,9,PLAY,Writing,378355.0
17.760500192642212,16,8,PLAY,StillPlaying,88783.0
19.84628939628601,18,9,PLAY,Writing,509091.0
21.76054048538208,20,8,PLAY,StillPlaying,128503.0
22.71770167350769,20,9,PLAY,Writing,577751.0
25.153352737426758,23,10,PLAY,Writing,782553.0
25.760542154312134,24,9,PLAY,StillPlaying,177437.0
27.881010055541992,26,10,PLAY,Writing,1008699.0
29.762990713119507,28,9,PLAY,StillPlaying,128503.0
30.322741270065308,28,10,PLAY,Writing,782553.0
33.760531187057495,32,9,PLAY,StillPlaying,177437.0
33.77441143989563,32,10,PLAY,Writing,1008699.0
36.909454584121704,35,11,PLAY,Writing,782553.0
37.760645389556885,36,10,PLAY,StillPlaying,217761.0
41.760515213012695,40,9,PLAY,StillPlaying,255865.0
45.76056385040283,44,8,PLAY,StillPlaying,323047.0
46.27366614341736,44,9,PLAY,Writing,1008699.0
49.76068043708801,48,8,PLAY,StillPlaying,378355.0
51.00234246253967,49,9,PLAY,Writing,782553.0
53.38121056556702,51,10,PLAY,Writing,1008699.0
53.76055145263672,52,9,PLAY,StillPlaying,509091.0
54.7259247303009,52,10,PLAY,Writing,577751.0
56.64767575263977,54,11,PLAY,Writing,782553.0
57.760531187057495,56,10,PLAY,StillPlaying,577751.0
61.76058483123779,60,9,PLAY,StillPlaying,782553.0
63.87715721130371,62,10,PLAY,Writing,1008699.0
65.76053977012634,64,9,PLAY,StillPlaying,1008699.0
